ts,device,co,humidity,light,lpg,motion,smoke,temp
1.59E+09,1c:bf:ce:15:ec:4d,0.004142837,76.69999695,TRUE,0.006720583,FALSE,0.017771749,26.29999924
1.59E+09,b8:27:eb:bf:9d:51,0.004874541,51.9,FALSE,0.007559712,FALSE,0.020151734,22.5
1.59E+09,b8:27:eb:bf:9d:51,0.004888417,51.9,FALSE,0.007575273,FALSE,0.020196046,22.5
1.59E+09,00:0f:00:70:91:0a,0.00237526,76.59999847,FALSE,0.004494094,FALSE,0.011562442,19.79999924
1.59E+09,1c:bf:ce:15:ec:4d,0.004231942,76.69999695,TRUE,0.006824841,FALSE,0.018066399,26.29999924
1.59E+09,b8:27:eb:bf:9d:51,0.004909392,51.9,FALSE,0.007598772,FALSE,0.020262975,22.5
1.59E+09,00:0f:00:70:91:0a,0.00237526,76.59999847,FALSE,0.004494094,FALSE,0.011562442,19.79999924
1.59E+09,b8:27:eb:bf:9d:51,0.004880074,51.9,FALSE,0.007565918,FALSE,0.020169406,22.5
1.59E+09,1c:bf:ce:15:ec:4d,0.004060153,76.69999695,TRUE,0.006623281,FALSE,0.017497039,26.29999924
1.59E+09,00:0f:00:70:91:0a,0.002349947,76.69999695,FALSE,0.004459396,FALSE,0.01146711,19.79999924
1.59E+09,b8:27:eb:bf:9d:51,0.004880074,51.9,FALSE,0.007565918,FALSE,0.020169406,22.5
1.59E+09,b8:27:eb:bf:9d:51,0.004846925,51.9,FALSE,0.007528705,FALSE,0.020063456,22.5
1.59E+09,1c:bf:ce:15:ec:4d,0.004142837,76.59999847,TRUE,0.006720583,FALSE,0.017771749,26.29999924
1.59E+09,b8:27:eb:bf:9d:51,0.00490378,51.9,FALSE,0.007592488,FALSE,0.020245077,22.5
1.59E+09,1c:bf:ce:15:ec:4d,0.004131927,76.69999695,TRUE,0.006707776,FALSE,0.017735574,26.29999924
1.59E+09,b8:27:eb:bf:9d:51,0.00486071,51.9,FALSE,0.007544189,FALSE,0.020107537,22.5
1.59E+09,1c:bf:ce:15:ec:4d,0.004201902,76.59999847,TRUE,0.006789761,FALSE,0.017967222,26.29999924
1.59E+09,b8:27:eb:bf:9d:51,0.004852422,51.9,FALSE,0.007534881,FALSE,0.020081037,22.5
1.59E+09,b8:27:eb:bf:9d:51,0.004867637,51.9,FALSE,0.007551965,FALSE,0.020129677,22.5
1.59E+09,1c:bf:ce:15:ec:4d,0.004179599,76.59999847,TRUE,0.006763671,FALSE,0.017893484,26.29999924
1.59E+09,b8:27:eb:bf:9d:51,0.004852422,51.9,FALSE,0.007534881,FALSE,0.020081037,22.5
1.59E+09,00:0f:00:70:91:0a,0.00237526,76.5,FALSE,0.004494094,FALSE,0.011562442,19.79999924
1.59E+09,1c:bf:ce:15:ec:4d,0.004170434,76.59999847,TRUE,0.006752939,FALSE,0.017863158,26.29999924
1.59E+09,b8:27:eb:bf:9d:51,0.004871747,51.9,FALSE,0.007556577,FALSE,0.020142809,22.5
1.59E+09,00:0f:00:70:91:0a,0.00237526,76.80000305,FALSE,0.004494094,FALSE,0.011562442,19.79999924
1.59E+09,b8:27:eb:bf:9d:51,0.004869015,51.9,FALSE,0.007553512,FALSE,0.020134079,22.5
1.59E+09,1c:bf:ce:15:ec:4d,0.004142837,76.5,TRUE,0.006720583,FALSE,0.017771749,26.29999924
1.59E+09,b8:27:eb:bf:9d:51,0.004874541,51.9,FALSE,0.007559712,FALSE,0.020151734,22.5
1.59E+09,00:0f:00:70:91:0a,0.00237526,76.40000153,FALSE,0.004494094,FALSE,0.011562442,19.79999924
1.59E+09,b8:27:eb:bf:9d:51,0.004866225,51.9,FALSE,0.00755038,FALSE,0.020125164,22.5
1.59E+09,1c:bf:ce:15:ec:4d,0.004196313,76.40000153,TRUE,0.006783227,FALSE,0.017948754,26.29999924
1.59E+09,00:0f:00:70:91:0a,0.002349947,76.5,FALSE,0.004459396,FALSE,0.01146711,19.79999924
1.59E+09,b8:27:eb:bf:9d:51,0.004888457,51.9,FALSE,0.007575318,FALSE,0.020196174,22.5
1.59E+09,b8:27:eb:bf:9d:51,0.004868955,51.9,FALSE,0.007553445,FALSE,0.020133889,22.5
1.59E+09,00:0f:00:70:91:0a,0.00237526,76.59999847,FALSE,0.004494094,FALSE,0.011562442,19.89999962
1.59E+09,b8:27:eb:bf:9d:51,0.004885614,51.9,FALSE,0.007572131,FALSE,0.020187098,22.5
1.59E+09,1c:bf:ce:15:ec:4d,0.004172217,76.30000305,TRUE,0.006755027,FALSE,0.017869058,26.29999924
1.59E+09,00:0f:00:70:91:0a,0.002349947,76.80000305,FALSE,0.004459396,FALSE,0.01146711,19.79999924
1.59E+09,b8:27:eb:bf:9d:51,0.004859335,51.9,FALSE,0.007542645,FALSE,0.020103141,22.5
1.59E+09,1c:bf:ce:15:ec:4d,0.00415016,76.30000305,TRUE,0.006729174,FALSE,0.017796017,26.29999924
1.59E+09,b8:27:eb:bf:9d:51,0.00486075,51.9,FALSE,0.007544234,FALSE,0.020107665,22.5
1.59E+09,00:0f:00:70:91:0a,0.00237526,76.69999695,FALSE,0.004494094,FALSE,0.011562442,19.79999924
1.59E+09,b8:27:eb:bf:9d:51,0.00486071,51.9,FALSE,0.007544189,FALSE,0.020107537,22.5
1.59E+09,b8:27:eb:bf:9d:51,0.004873161,51.9,FALSE,0.007558164,FALSE,0.020147326,22.5
1.59E+09,00:0f:00:70:91:0a,0.00237526,76.69999695,FALSE,0.004494094,FALSE,0.011562442,19.89999962
1.59E+09,b8:27:eb:bf:9d:51,0.004871747,51.9,FALSE,0.007556577,FALSE,0.020142809,22.5
1.59E+09,1c:bf:ce:15:ec:4d,0.004256563,76.30000305,TRUE,0.006853542,FALSE,0.018147564,26.29999924
1.59E+09,00:0f:00:70:91:0a,0.002324943,76.59999847,FALSE,0.004425021,FALSE,0.011372712,19.79999924
1.59E+09,b8:27:eb:bf:9d:51,0.004892622,51.9,FALSE,0.007579986,FALSE,0.02020947,22.5
1.59E+09,1c:bf:ce:15:ec:4d,0.004179599,76.5,TRUE,0.006763671,FALSE,0.017893484,26.29999924
1.59E+09,b8:27:eb:bf:9d:51,0.004846925,51.9,FALSE,0.007528705,FALSE,0.020063456,22.5
1.59E+09,1c:bf:ce:15:ec:4d,0.004157497,76.59999847,TRUE,0.006737779,FALSE,0.017820324,26.29999924
1.59E+09,b8:27:eb:bf:9d:51,0.004871747,51.9,FALSE,0.007556577,FALSE,0.020142809,22.5
1.59E+09,00:0f:00:70:91:0a,0.002300244,76.69999695,FALSE,0.004390963,FALSE,0.011279239,19.79999924
1.59E+09,b8:27:eb:bf:9d:51,0.004855178,51.9,FALSE,0.007537976,FALSE,0.02008985,22.5
1.59E+09,1c:bf:ce:15:ec:4d,0.004207499,76.90000153,TRUE,0.006796302,FALSE,0.017985713,26.29999924
1.59E+09,b8:27:eb:bf:9d:51,0.004866225,51.9,FALSE,0.00755038,FALSE,0.020125164,22.5
1.59E+09,b8:27:eb:bf:9d:51,0.004871747,51.9,FALSE,0.007556577,FALSE,0.020142809,22.5
1.59E+09,00:0f:00:70:91:0a,0.002349947,76.69999695,FALSE,0.004459396,FALSE,0.01146711,19.89999962
1.59E+09,1c:bf:ce:15:ec:4d,0.004308459,77.09999847,TRUE,0.006913887,FALSE,0.0183183,26.29999924
1.59E+09,b8:27:eb:bf:9d:51,0.004873161,51.9,FALSE,0.007558164,FALSE,0.020147326,22.5
1.59E+09,00:0f:00:70:91:0a,0.00237526,76.69999695,FALSE,0.004494094,FALSE,0.011562442,19.89999962
1.59E+09,1c:bf:ce:15:ec:4d,0.00423004,76.90000153,TRUE,0.006822623,FALSE,0.018060125,26.29999924
1.59E+09,b8:27:eb:bf:9d:51,0.004896776,51.9,FALSE,0.007584642,FALSE,0.020222727,22.5
1.59E+09,b8:27:eb:bf:9d:51,0.0048567,51.9,FALSE,0.007539686,FALSE,0.020094717,22.5
1.59E+09,1c:bf:ce:15:ec:4d,0.004222511,76.90000153,TRUE,0.006813836,FALSE,0.018035281,26.29999924
1.59E+09,00:0f:00:70:91:0a,0.00237526,76.69999695,FALSE,0.004494094,FALSE,0.011562442,19.89999962
1.59E+09,b8:27:eb:bf:9d:51,0.004869015,52,FALSE,0.007553512,FALSE,0.020134079,22.5
1.59E+09,1c:bf:ce:15:ec:4d,0.004333721,76.80000305,TRUE,0.006943189,FALSE,0.018401241,26.29999924
1.59E+09,b8:27:eb:bf:9d:51,0.004859335,51.9,FALSE,0.007542645,FALSE,0.020103141,22.5
1.59E+09,00:0f:00:70:91:0a,0.00237526,76.69999695,FALSE,0.004494094,FALSE,0.011562442,19.89999962
1.59E+09,1c:bf:ce:15:ec:4d,0.004207499,76.80000305,TRUE,0.006796302,FALSE,0.017985713,26.29999924
1.59E+09,b8:27:eb:bf:9d:51,0.004893968,52,FALSE,0.007581495,FALSE,0.020213765,22.6
1.59E+09,b8:27:eb:bf:9d:51,0.004888417,52,FALSE,0.007575273,FALSE,0.020196046,22.6
1.59E+09,1c:bf:ce:15:ec:4d,0.00423004,76.80000305,TRUE,0.006822623,FALSE,0.018060125,26.29999924
1.59E+09,00:0f:00:70:91:0a,0.002349947,76.69999695,FALSE,0.004459396,FALSE,0.01146711,19.89999962
1.59E+09,b8:27:eb:bf:9d:51,0.004849677,51.9,FALSE,0.007531798,FALSE,0.02007226,22.5
1.59E+09,1c:bf:ce:15:ec:4d,0.004185206,76.80000305,TRUE,0.006770234,FALSE,0.017912031,26.29999924
1.59E+09,00:0f:00:70:91:0a,0.002324943,76.69999695,FALSE,0.004425021,FALSE,0.011372712,19.79999924
1.59E+09,b8:27:eb:bf:9d:51,0.004869015,51.9,FALSE,0.007553512,FALSE,0.020134079,22.5
1.59E+09,1c:bf:ce:15:ec:4d,0.00423004,76.80000305,TRUE,0.006822623,FALSE,0.018060125,26.29999924
1.59E+09,b8:27:eb:bf:9d:51,0.004874541,51.9,FALSE,0.007559712,FALSE,0.020151734,22.5
1.59E+09,1c:bf:ce:15:ec:4d,0.004306515,76.90000153,TRUE,0.00691163,FALSE,0.018311911,26.29999924
1.59E+09,00:0f:00:70:91:0a,0.00237526,76.69999695,FALSE,0.004494094,FALSE,0.011562442,19.89999962
1.59E+09,b8:27:eb:bf:9d:51,0.004885614,52,FALSE,0.007572131,FALSE,0.020187098,22.5
1.59E+09,1c:bf:ce:15:ec:4d,0.004333721,76.80000305,TRUE,0.006943189,FALSE,0.018401241,26.29999924
1.59E+09,b8:27:eb:bf:9d:51,0.004873161,52,FALSE,0.007558164,FALSE,0.020147326,22.5
1.59E+09,00:0f:00:70:91:0a,0.00237526,76.69999695,FALSE,0.004494094,FALSE,0.011562442,19.89999962
1.59E+09,b8:27:eb:bf:9d:51,0.004867637,52,FALSE,0.007551965,FALSE,0.020129677,22.5
1.59E+09,1c:bf:ce:15:ec:4d,0.004268016,76.69999695,TRUE,0.006866877,FALSE,0.018185284,26.29999924
1.59E+09,b8:27:eb:bf:9d:51,0.004857926,52,FALSE,0.007541062,FALSE,0.020098636,22.5
1.59E+09,b8:27:eb:bf:9d:51,0.004906597,52,FALSE,0.007595643,FALSE,0.020254062,22.5
1.59E+09,1c:bf:ce:15:ec:4d,0.004207499,76.69999695,TRUE,0.006796302,FALSE,0.017985713,26.29999924
1.59E+09,00:0f:00:70:91:0a,0.00237526,76.69999695,FALSE,0.004494094,FALSE,0.011562442,19.79999924
1.59E+09,b8:27:eb:bf:9d:51,0.004871747,52,FALSE,0.007556577,FALSE,0.020142809,22.5
1.59E+09,b8:27:eb:bf:9d:51,0.004873221,52,FALSE,0.007558231,FALSE,0.020147517,22.5
1.59E+09,00:0f:00:70:91:0a,0.00237526,76.59999847,FALSE,0.004494094,FALSE,0.011562442,19.79999924
1.59E+09,b8:27:eb:bf:9d:51,0.004877276,52,FALSE,0.007562781,FALSE,0.020160472,22.5
1.59E+09,1c:bf:ce:15:ec:4d,0.004088617,76.59999847,TRUE,0.006656839,FALSE,0.01759175,26.29999924
1.59E+09,b8:27:eb:bf:9d:51,0.004927608,52,FALSE,0.007619158,FALSE,0.020321049,22.5
1.59E+09,00:0f:00:70:91:0a,0.00237526,76.5,FALSE,0.004494094,FALSE,0.011562442,19.79999924
